0, 1596638380.3634837, 9217283, 10485760, 0.3705012798309326, 0:00:00.365739
1, 1596638380.7349849, 162610, 512000, 0.27338385581970215, 0:00:00.270001
2, 1596638381.0083687, 7349619, 10485760, 0.30541372299194336, 0:00:00.300254
3, 1596638381.321788, 46172, 102400, 0.27402186393737793, 0:00:00.269072
4, 1596638381.5968142, 617913, 1048576, 0.2824666500091553, 0:00:00.280739
5, 1596638381.8802805, 2876727, 5242880, 0.30377817153930664, 0:00:00.299404
6, 1596638382.1850572, 2882032, 5242880, 0.27878427505493164, 0:00:00.273882
7, 1596638382.4658356, 18787, 102400, 0.2766537666320801, 0:00:00.272243
8, 1596638382.743489, 687872, 1048576, 0.27114343643188477, 0:00:00.267713
9, 1596638383.015633, 617913, 1048576, 0.32051587104797363, 0:00:00.316362
